,Endo_id,name,cytomer,sec_hormones,receptors,large_struct,substruct
89,ENC00037,cell of endometrium of uterus,cy0011183,"['ENH00185', 'ENH00336', 'ENH00338', 'ENH00265', 'ENH00251', 'ENH00165', 'ENH00212', 'ENH00213', 'ENH00223', 'ENH00218', 'ENH00160', 'ENH00180', 'ENH00358', 'ENH00224', 'ENH00503', 'ENH00576', 'ENH00231', 'ENH00200', 'ENH00636', 'ENH00671', 'ENH00072', 'ENH00287', 'ENH01093']","['ENR00979', 'ENR00632', 'ENR00941', 'ENR00704', 'ENR00905', 'ENR00085', 'ENR00643', 'ENR00776', 'ENR00731', 'ENR00729', 'ENR00705', 'ENR00634', 'ENR00864', 'ENR00835', 'ENR00861', 'ENR00654', 'ENR00885', 'ENR00724', 'ENR00848', 'ENR00834', 'ENR01018', 'ENR01070', 'ENR01347']","['ENC00601', 'ENC00246']",[]
90,ENC00038,follicular epithelium of thyroid gland,cy0027470,['ENH00123'],[],['ENC00145'],[]
91,ENC00040,gallbladder,cy0038086,"['ENH00665', 'ENH00708']",['ENR00780'],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00493', 'ENC00216', 'ENC00283']"
92,ENC00041,mucosa of gastric wall,cy0000803,"['ENH00290', 'ENH00160', 'ENH00100', 'ENH00602', 'ENH00601', 'ENH00076', 'ENH00939', 'ENH01089']","['ENR00749', 'ENR00959']","['ENC00132', 'ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00465', 'ENC00276', 'ENC00493', 'ENC00469', 'ENC00201', 'ENC00216', 'ENC00283']"
93,ENC00043,tertiary follicle,cy0001732,['ENH00231'],['ENR00808'],"['ENC00601', 'ENC00579', 'ENC00097']",['ENC00143']
94,ENC00044,granulosa cell,cy0044754,"['ENH00120', 'ENH00023', 'ENH00332', 'ENH00231', 'ENH00097', 'ENH00049', 'ENH00449']","['ENR00788', 'ENR00789', 'ENR00663', 'ENR00263', 'ENR00704', 'ENR00905', 'ENR00979', 'ENR00808', 'ENR01027']","['ENC00601', 'ENC00579', 'ENC00097']",[]
95,ENC00048,heart,cy0048127,"['ENH00197', 'ENH00073', 'ENH00250', 'ENH00249', 'ENH00882', 'ENH00321', 'ENH00333', 'ENH00361', 'ENH00366', 'ENH00387', 'ENH00393', 'ENH00397', 'ENH00463', 'ENH00840', 'ENH00499', 'ENH00499', 'ENH00500', 'ENH00504', 'ENH00505', 'ENH00506', 'ENH00507', 'ENH00521', 'ENH00522', 'ENH00527', 'ENH00552', 'ENH00560', 'ENH00561', 'ENH00568', 'ENH00570', 'ENH00573', 'ENH00576', 'ENH00578', 'ENH00580', 'ENH00585', 'ENH00582', 'ENH00636', 'ENH00669', 'ENH00763', 'ENH00868', 'ENH00889', 'ENH00915', 'ENH00938', 'ENH00980', 'ENH01093', 'ENH00514', 'ENH00227', 'ENH00098']","['ENR01041', 'ENR00228', 'ENR00935', 'ENR00987', 'ENR00691', 'ENR00991', 'ENR00762', 'ENR00118', 'ENR00998', 'ENR00693', 'ENR00808', 'ENR00777', 'ENR00979', 'ENR01025', 'ENR01029', 'ENR01032', 'ENR00519', 'ENR00712', 'ENR00670', 'ENR01038', 'ENR01051', 'ENR01052', 'ENR00669', 'ENR01061', 'ENR01062', 'ENR00741', 'ENR00753', 'ENR00696', 'ENR00619', 'ENR00839', 'ENR00901', 'ENR00005', 'ENR01211', 'ENR00941', 'ENR00965', 'ENR00825', 'ENR01248', 'ENR01247', 'ENR00114', 'ENR01294', 'ENR00263', 'ENR00757', 'ENR00756', 'ENR01265', 'ENR01323', 'ENR01326', 'ENR01321', 'ENR01324', 'ENR01325', 'ENR00755', 'ENR00759', 'ENR00796', 'ENR00663']","['ENC00302', 'ENC00601']","['ENC00600', 'ENC00152', 'ENC00421', 'ENC00260', 'ENC00259', 'ENC00086', 'ENC00216', 'ENC00274', 'ENC00283']"
96,ENC00050,hippocampus,cy0031800,"['ENH00498', 'ENH00243', 'ENH00319', 'ENH00575', 'ENH00576', 'ENH00599', 'ENH00600', 'ENH00582', 'ENH00878', 'ENH01083', 'ENH00887', 'ENH00886', 'ENH01126', 'ENH00141', 'ENH00068', 'ENH00508', 'ENH00528', 'ENH00867', 'ENH00939', 'ENH00267', 'ENH00226', 'ENH00479', 'ENH00578', 'ENH00043', 'ENH00246']","['ENR00921', 'ENR00986', 'ENR00928', 'ENR00704', 'ENR00662', 'ENR00361', 'ENR01030', 'ENR01032', 'ENR00824', 'ENR01058', 'ENR01065', 'ENR00830', 'ENR01190', 'ENR00068', 'ENR00825', 'ENR01223', 'ENR01012', 'ENR00797', 'ENR00795', 'ENR00941', 'ENR00965', 'ENR00827', 'ENR01312', 'ENR01047', 'ENR00263', 'ENR01265', 'ENR00756', 'ENR00822', 'ENR00987', 'ENR00922', 'ENR01063', 'ENR01060', 'ENR00684', 'ENR00751', 'ENR00784']","['ENC00020', 'ENC00027']","['ENC00280', 'ENC00540', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00539', 'ENC00549']"
97,ENC00053,pituitary gland of diencephalon,cy0038475,"['ENH00156', 'ENH00671', 'ENH00167', 'ENH00168', 'ENH00118', 'ENH00134', 'ENH00117', 'ENH00111', 'ENH00038', 'ENH00688', 'ENH00685']","['ENR00737', 'ENR00941', 'ENR00574', 'ENR00691', 'ENR00738', 'ENR00739', 'ENR00920', 'ENR00659', 'ENR00965', 'ENR00079', 'ENR00836', 'ENR00093', 'ENR00873', 'ENR01328', 'ENR00816', 'ENR00936', 'ENR01056']","['ENC00020', 'ENC00027']","['ENC00280', 'ENC00423', 'ENC00472', 'ENC00002', 'ENC00178', 'ENC00322', 'ENC00549', 'ENC00444', 'ENC00284', 'ENC00003', 'ENC00001', 'ENC00176', 'ENC00216', 'ENC00316', 'ENC00283', 'ENC00177']"
98,ENC00055,immune system,cy0014686,"['ENH00625', 'ENH00663']","['ENR00118', 'ENR00755', 'ENR00757', 'ENR00759', 'ENR01319', 'ENR01320', 'ENR01324', 'ENR01325', 'ENR01327', 'ENR00263']",[],"['ENC00212', 'ENC00507', 'ENC00427', 'ENC00287', 'ENC00014', 'ENC00294', 'ENC00154', 'ENC00228', 'ENC00213', 'ENC00125', 'ENC00320', 'ENC00284', 'ENC00276', 'ENC00307', 'ENC00473', 'ENC00216', 'ENC00267', 'ENC00423', 'ENC00472', 'ENC00262', 'ENC00134', 'ENC00018', 'ENC00408', 'ENC00549', 'ENC00600', 'ENC00290', 'ENC00248', 'ENC00288', 'ENC00219', 'ENC00574', 'ENC00420', 'ENC00342', 'ENC00493', 'ENC00460', 'ENC00233', 'ENC00280', 'ENC00013', 'ENC00349', 'ENC00306', 'ENC00217', 'ENC00536', 'ENC00096', 'ENC00130', 'ENC00479', 'ENC00268', 'ENC00093', 'ENC00247', 'ENC00435', 'ENC00555', 'ENC00585', 'ENC00283', 'ENC00181', 'ENC00004', 'ENC00597', 'ENC00380', 'ENC00266', 'ENC00265', 'ENC00289', 'ENC00082', 'ENC00553', 'ENC00152', 'ENC00293', 'ENC00271', 'ENC00144', 'ENC00521', 'ENC00211', 'ENC00292', 'ENC00251', 'ENC00538', 'ENC00360', 'ENC00325']"
99,ENC00059,mucosa of small intestine,cy0000837,"['ENH00277', 'ENH00288', 'ENH00939']","['ENR00780', 'ENR00781']","['ENC00601', 'ENC00365']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420', 'ENC00216', 'ENC00294']"
100,ENC00060,intestinal smooth muscle cell,cy0052332,['ENH00031'],"['ENR00781', 'ENR01313', 'ENR00780']","['ENC00122', 'ENC00171']",[]
101,ENC00062,pancreatic islets,cy0000360,"['ENH00256', 'ENH00242', 'ENH01093', 'ENH01094']","['ENR00263', 'ENR00959', 'ENR00579', 'ENR01029', 'ENR01030', 'ENR00430', 'ENR00520', 'ENR00885']","['ENC00601', 'ENC00365', 'ENC00102']","['ENC00179', 'ENC00174', 'ENC00180']"
102,ENC00063,kidney,cy0048389,"['ENH00016', 'ENH00206', 'ENH00208', 'ENH00068', 'ENH00185', 'ENH00249', 'ENH00256', 'ENH00871', 'ENH00273', 'ENH00321', 'ENH00324', 'ENH00350', 'ENH00361', 'ENH00369', 'ENH00367', 'ENH00388', 'ENH00139', 'ENH00463', 'ENH00476', 'ENH00505', 'ENH00507', 'ENH00522', 'ENH00534', 'ENH00541', 'ENH00556', 'ENH00560', 'ENH00882', 'ENH00573', 'ENH00574', 'ENH00575', 'ENH00578', 'ENH00580', 'ENH00581', 'ENH00519', 'ENH00612', 'ENH00644', 'ENH00669', 'ENH00713', 'ENH00868', 'ENH00067', 'ENH00915', 'ENH00980', 'ENH01074', 'ENH00146', 'ENH01094', 'ENH00227', 'ENH00097', 'ENH00804']","['ENR00745', 'ENR00744', 'ENR00228', 'ENR00662', 'ENR00118', 'ENR00737', 'ENR00738', 'ENR01188', 'ENR00928', 'ENR00784', 'ENR00929', 'ENR00664', 'ENR00691', 'ENR00991', 'ENR00704', 'ENR00999', 'ENR00636', 'ENR00776', 'ENR00730', 'ENR00731', 'ENR00808', 'ENR00979', 'ENR01028', 'ENR01029', 'ENR01031', 'ENR00430', 'ENR00519', 'ENR00712', 'ENR00670', 'ENR00766', 'ENR01041', 'ENR01038', 'ENR00669', 'ENR01061', 'ENR01062', 'ENR00741', 'ENR01069', 'ENR00696', 'ENR01077', 'ENR00619', 'ENR00901', 'ENR00645', 'ENR00005', 'ENR01164', 'ENR01211', 'ENR01218', 'ENR00941', 'ENR00114', 'ENR01282', 'ENR00777', 'ENR01317', 'ENR00805', 'ENR01047', 'ENR00768', 'ENR00263', 'ENR00757', 'ENR00756', 'ENR01265', 'ENR01324', 'ENR01325', 'ENR00758', 'ENR01321', 'ENR00755', 'ENR00759', 'ENR01187', 'ENR00796', 'ENR00122', 'ENR01108']",['ENC00601'],[]
103,ENC00066,cytotrophoblast,cy0028729,[],['ENR01018'],['ENC00584'],[]
104,ENC00067,Leydig cell of testis,cy0011220,"['ENH00057', 'ENH00003']","['ENR01338', 'ENR00789', 'ENR00760', 'ENR00905', 'ENR00959', 'ENR00263', 'ENR00704']","['ENC00601', 'ENC00579', 'ENC00140']",[]
105,ENC00074,lung,cy0048365,"['ENH00122', 'ENH00249', 'ENH00289', 'ENH00291', 'ENH00321', 'ENH00331', 'ENH00333', 'ENH00335', 'ENH00350', 'ENH00365', 'ENH00366', 'ENH00367', 'ENH00387', 'ENH00388', 'ENH00399', 'ENH00400', 'ENH00401', 'ENH00406', 'ENH00139', 'ENH00395', 'ENH00458', 'ENH00840', 'ENH00459', 'ENH00476', 'ENH00496', 'ENH00499', 'ENH00497', 'ENH00499', 'ENH00505', 'ENH00507', 'ENH00510', 'ENH00518', 'ENH00521', 'ENH00522', 'ENH00527', 'ENH00560', 'ENH00568', 'ENH00250', 'ENH00573', 'ENH00578', 'ENH00580', 'ENH00581', 'ENH00585', 'ENH00440', 'ENH00619', 'ENH00582', 'ENH00660', 'ENH00669', 'ENH00671', 'ENH00673', 'ENH00253', 'ENH00218', 'ENH00265', 'ENH00231', 'ENH00868', 'ENH00889', 'ENH00933', 'ENH00938', 'ENH00287', 'ENH00980', 'ENH00384', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH00551', 'ENH00227', 'ENH00315', 'ENH01130', 'ENH00688']","['ENR00817', 'ENR00743', 'ENR00745', 'ENR01041', 'ENR00921', 'ENR00691', 'ENR00982', 'ENR00659', 'ENR00695', 'ENR00535', 'ENR00988', 'ENR00989', 'ENR00991', 'ENR00118', 'ENR00704', 'ENR00998', 'ENR00959', 'ENR00636', 'ENR00776', 'ENR00729', 'ENR00731', 'ENR00733', 'ENR00591', 'ENR00590', 'ENR00592', 'ENR00693', 'ENR01144', 'ENR00808', 'ENR01017', 'ENR01019', 'ENR01029', 'ENR00430', 'ENR00712', 'ENR00670', 'ENR01051', 'ENR01052', 'ENR00669', 'ENR01061', 'ENR01066', 'ENR00747', 'ENR01075', 'ENR00696', 'ENR00619', 'ENR00839', 'ENR00598', 'ENR00843', 'ENR00677', 'ENR00005', 'ENR00905', 'ENR01203', 'ENR01211', 'ENR01216', 'ENR01218', 'ENR00941', 'ENR00965', 'ENR00825', 'ENR00114', 'ENR01282', 'ENR00865', 'ENR00263', 'ENR01319', 'ENR01320', 'ENR01265', 'ENR00756', 'ENR01323', 'ENR01324', 'ENR01326', 'ENR01325', 'ENR00758', 'ENR00755', 'ENR00759', 'ENR00757', 'ENR01327', 'ENR01190', 'ENR00851', 'ENR01108']",['ENC00601'],"['ENC00234', 'ENC00460', 'ENC00427', 'ENC00287', 'ENC00544', 'ENC00217', 'ENC00313', 'ENC00294', 'ENC00023', 'ENC00247', 'ENC00276', 'ENC00473', 'ENC00216', 'ENC00283', 'ENC00391', 'ENC00379', 'ENC00450', 'ENC00597', 'ENC00289', 'ENC00152', 'ENC00600', 'ENC00248', 'ENC00288', 'ENC00290', 'ENC00219', 'ENC00420', 'ENC00364', 'ENC00493', 'ENC00459', 'ENC00251']"
106,ENC00076,mammary gland,cy0048580,"['ENH00390', 'ENH00560', 'ENH00575', 'ENH00576', 'ENH00664', 'ENH00671', 'ENH00072', 'ENH00073', 'ENH00107', 'ENH00222']","['ENR01188', 'ENR00263', 'ENR00905', 'ENR00704', 'ENR00085', 'ENR00835', 'ENR00670', 'ENR01212', 'ENR00746']","['ENC00601', 'ENC00022', 'ENC00076']","['ENC00600', 'ENC00152', 'ENC00022', 'ENC00244', 'ENC00473', 'ENC00216', 'ENC00283']"
107,ENC00078,mast cell,cy0011312,"['ENH00165', 'ENH00252', 'ENH00253', 'ENH00256', 'ENH00219', 'ENH00257', 'ENH00326', 'ENH00266', 'ENH00650', 'ENH00762', 'ENH00586', 'ENH00231', 'ENH01131']","['ENR00805', 'ENR00806', 'ENR00998', 'ENR00838', 'ENR01070', 'ENR01112', 'ENR01113', 'ENR01111', 'ENR01114', 'ENR00941', 'ENR01237', 'ENR00755', 'ENR00759']","['ENC00447', 'ENC00234', 'ENC00020', 'ENC00579', 'ENC00306', 'ENC00022', 'ENC00218', 'ENC00053', 'ENC00322', 'ENC00326', 'ENC00130', 'ENC00245', 'ENC00097', 'ENC00074', 'ENC00221', 'ENC00171', 'ENC00125', 'ENC00246', 'ENC00055', 'ENC00207', 'ENC00578', 'ENC00132', 'ENC00379', 'ENC00127', 'ENC00040', 'ENC00323', 'ENC00041', 'ENC00140', 'ENC00027', 'ENC00122', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00312', 'ENC00115', 'ENC00414', 'ENC00315', 'ENC00076']",[]
108,ENC00082,melanocyte,cy0049136,"['ENH00074', 'ENH00279', 'ENH00073', 'ENH01085', 'ENH00384', 'ENH01126', 'ENH01127']","['ENR00760', 'ENR00761', 'ENR01191', 'ENR00755']","['ENC00213', 'ENC00125', 'ENC00055', 'ENC00323']",[]
109,ENC00083,mucosa of small intestine,cy0000837,['ENH00939'],[],"['ENC00601', 'ENC00365']","['ENC00152', 'ENC00288', 'ENC00450', 'ENC00420', 'ENC00216', 'ENC00294']"
110,ENC00086,cardiac muscle,cy0052140,"['ENH00398', 'ENH00668']","['ENR00805', 'ENR00806', 'ENR00807', 'ENR00263', 'ENR01008', 'ENR00698', 'ENR00700']","['ENC00171', 'ENC00302', 'ENC00602', 'ENC00601', 'ENC00086']",['ENC00259']
111,ENC00088,nerve,cy0043501,"['ENH00527', 'ENH00249', 'ENH00520', 'ENH00228']","['ENR00748', 'ENR00749', 'ENR00998', 'ENR00621', 'ENR00756']",[],"['ENC00280', 'ENC00423', 'ENC00472', 'ENC00265', 'ENC00468', 'ENC00549', 'ENC00152', 'ENC00600', 'ENC00284', 'ENC00425', 'ENC00216', 'ENC00360', 'ENC00283', 'ENC00419']"
112,ENC00093,osteoblast,cy0052318,"['ENH00213', 'ENH00212', 'ENH00223', 'ENH00251', 'ENH00256', 'ENH00273', 'ENH00383', 'ENH00031', 'ENH00409', 'ENH00165', 'ENH00306', 'ENH00193', 'ENH00191', 'ENH00192', 'ENH00338', 'ENH00315', 'ENH00453', 'ENH00435', 'ENH00451', 'ENH00450', 'ENH00458', 'ENH00459', 'ENH00189', 'ENH00218', 'ENH00251', 'ENH00249', 'ENH00200', 'ENH00185', 'ENH00306', 'ENH00244', 'ENH00231', 'ENH00140', 'ENH00250', 'ENH00461', 'ENH00460', 'ENH00030', 'ENH00498', 'ENH00504', 'ENH00507', 'ENH00507', 'ENH00508', 'ENH00512', 'ENH00477', 'ENH00482', 'ENH00490', 'ENH00487', 'ENH00570', 'ENH00821', 'ENH00067', 'ENH00084', 'ENH00346']","['ENR00704', 'ENR00905', 'ENR00663', 'ENR00861', 'ENR00664', 'ENR00835', 'ENR00834', 'ENR00999', 'ENR00730', 'ENR00731', 'ENR00865', 'ENR00536', 'ENR00614', 'ENR00806', 'ENR00959', 'ENR00741', 'ENR00765', 'ENR00960', 'ENR00061', 'ENR00582', 'ENR00645', 'ENR01033', 'ENR00982', 'ENR00659', 'ENR00983', 'ENR00984', 'ENR01295', 'ENR00263', 'ENR00759', 'ENR00755', 'ENR01320', 'ENR00756']","['ENC00020', 'ENC00302', 'ENC00601', 'ENC00365', 'ENC00055', 'ENC00382', 'ENC00027', 'ENC00018']",[]
113,ENC00096,osteoclast,cy0011461,"['ENH00383', 'ENH00453', 'ENH00357', 'ENH00460', 'ENH00212', 'ENH00468', 'ENH00165', 'ENH00409']","['ENR00715', 'ENR00861', 'ENR00898', 'ENR00999', 'ENR00582', 'ENR00595', 'ENR00704', 'ENR00730', 'ENR00731', 'ENR00716', 'ENR01013', 'ENR00905', 'ENR01188']",[],[]
114,ENC00097,ovary,cy0048130,"['ENH00031', 'ENH00256', 'ENH00333', 'ENH00366', 'ENH00397', 'ENH00405', 'ENH00408', 'ENH00504', 'ENH00512', 'ENH00511', 'ENH00521', 'ENH00541', 'ENH00561', 'ENH00250', 'ENH00570', 'ENH00573', 'ENH00574', 'ENH00599', 'ENH00600', 'ENH00231', 'ENH00097', 'ENH00665', 'ENH00694', 'ENH00868', 'ENH00889', 'ENH00905', 'ENH00915', 'ENH00065', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH00799', 'ENH00679', 'ENH00688']","['ENR00941', 'ENR00118', 'ENR00844', 'ENR00693', 'ENR00777', 'ENR01019', 'ENR01029', 'ENR00430', 'ENR00808', 'ENR01063', 'ENR01212', 'ENR01210', 'ENR00085', 'ENR00263', 'ENR00756', 'ENR01265', 'ENR01321', 'ENR00758', 'ENR01325', 'ENR01334']","['ENC00601', 'ENC00579']","['ENC00504', 'ENC00597', 'ENC00143', 'ENC00043', 'ENC00167', 'ENC00044', 'ENC00493', 'ENC00031', 'ENC00473', 'ENC00216', 'ENC00283']"
115,ENC00102,pancreas,cy0038905,"['ENH00208', 'ENH00073', 'ENH00256', 'ENH00331', 'ENH00333', 'ENH00335', 'ENH00361', 'ENH00366', 'ENH00401', 'ENH00505', 'ENH00498', 'ENH00500', 'ENH00504', 'ENH00506', 'ENH00507', 'ENH00522', 'ENH00163', 'ENH00552', 'ENH00556', 'ENH00568', 'ENH00573', 'ENH00578', 'ENH00580', 'ENH00585', 'ENH00150', 'ENH00582', 'ENH00671', 'ENH00713', 'ENH00868', 'ENH00442', 'ENH00922', 'ENH00584', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01093', 'ENH00514', 'ENH01128', 'ENH01129']","['ENR00228', 'ENR00884', 'ENR00986', 'ENR00923', 'ENR00733', 'ENR00842', 'ENR00979', 'ENR00777', 'ENR01017', 'ENR00579', 'ENR01029', 'ENR01030', 'ENR01032', 'ENR00430', 'ENR00519', 'ENR00520', 'ENR00712', 'ENR00670', 'ENR00766', 'ENR00274', 'ENR01051', 'ENR00957', 'ENR01066', 'ENR00747', 'ENR00619', 'ENR01188', 'ENR01248', 'ENR01247', 'ENR01282', 'ENR00780', 'ENR00263', 'ENR00756', 'ENR00758', 'ENR01265', 'ENR01321', 'ENR00757', 'ENR00851']",['ENC00365'],"['ENC00179', 'ENC00439', 'ENC00180', 'ENC00174', 'ENC00201', 'ENC00216', 'ENC00062', 'ENC00283']"
116,ENC00104,parafollicular cell,cy0044766,"['ENH00103', 'ENH00617']",[],['ENC00145'],[]
117,ENC00110,pineal cell,cy0045857,['ENH00039'],['ENR00805'],[],[]
118,ENC00112,placenta,cy0039448,"['ENH00149', 'ENH00116', 'ENH00122', 'ENH00222', 'ENH00245', 'ENH00750', 'ENH00274', 'ENH00280', 'ENH00321', 'ENH00325', 'ENH00331', 'ENH00332', 'ENH00333', 'ENH00366', 'ENH00387', 'ENH00401', 'ENH00405', 'ENH00406', 'ENH00410', 'ENH00160', 'ENH00435', 'ENH00848', 'ENH00849', 'ENH00468', 'ENH00469', 'ENH00476', 'ENH00505', 'ENH00498', 'ENH00508', 'ENH00521', 'ENH00522', 'ENH00527', 'ENH00556', 'ENH00560', 'ENH00568', 'ENH00573', 'ENH00574', 'ENH00272', 'ENH00580', 'ENH00599', 'ENH00600', 'ENH00582', 'ENH00520', 'ENH00665', 'ENH00669', 'ENH00790', 'ENH00694', 'ENH00713', 'ENH00764', 'ENH00868', 'ENH00906', 'ENH00905', 'ENH00916', 'ENH00915', 'ENH00958', 'ENH00939', 'ENH00980', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01092', 'ENH01093', 'ENH00200', 'ENH00189', 'ENH00218', 'ENH00165', 'ENH00098', 'ENH00070', 'ENH00152', 'ENH00705', 'ENH00143']","['ENR01041', 'ENR00921', 'ENR00118', 'ENR00636', 'ENR00729', 'ENR00730', 'ENR00732', 'ENR00733', 'ENR00842', 'ENR00843', 'ENR00591', 'ENR00848', 'ENR00834', 'ENR00835', 'ENR01004', 'ENR00693', 'ENR00760', 'ENR00930', 'ENR01018', 'ENR01019', 'ENR01024', 'ENR01028', 'ENR01029', 'ENR01032', 'ENR00712', 'ENR00670', 'ENR00979', 'ENR01044', 'ENR01051', 'ENR01052', 'ENR00669', 'ENR01061', 'ENR01062', 'ENR00747', 'ENR00741', 'ENR01069', 'ENR01075', 'ENR00619', 'ENR00839', 'ENR00602', 'ENR00704', 'ENR00644', 'ENR01203', 'ENR01211', 'ENR01209', 'ENR00941', 'ENR00965', 'ENR01282', 'ENR00263', 'ENR00757', 'ENR00756', 'ENR01320', 'ENR01326', 'ENR01324', 'ENR01327', 'ENR00851', 'ENR00710', 'ENR00122']",['ENC00601'],"['ENC00137', 'ENC00521', 'ENC00244', 'ENC00066', 'ENC00283']"
119,ENC00114,neurohypophysis,cy0000467,['ENH00119'],[],"['ENC00020', 'ENC00053', 'ENC00027']","['ENC00280', 'ENC00284', 'ENC00423', 'ENC00472', 'ENC00549']"
120,ENC00115,prostate,cy0046644,"['ENH00031', 'ENH00208', 'ENH00322', 'ENH00329', 'ENH00331', 'ENH00333', 'ENH00366', 'ENH00367', 'ENH00394', 'ENH00408', 'ENH00504', 'ENH00591', 'ENH00508', 'ENH00561', 'ENH00250', 'ENH00574', 'ENH00576', 'ENH00578', 'ENH00580', 'ENH00638', 'ENH00644', 'ENH00660', 'ENH00665', 'ENH00671', 'ENH00713', 'ENH00868', 'ENH00892', 'ENH00906', 'ENH00905', 'ENH00073', 'ENH00915', 'ENH00146', 'ENH01087', 'ENH00698', 'ENH00699', 'ENH00697', 'ENH01094', 'ENH00551', 'ENH00943', 'ENH00965']","['ENR00663', 'ENR00263', 'ENR00905', 'ENR00704', 'ENR00799', 'ENR01002', 'ENR00634', 'ENR00844', 'ENR01019', 'ENR01029', 'ENR00839', 'ENR01248', 'ENR01247', 'ENR00756', 'ENR00758', 'ENR01265', 'ENR01321', 'ENR00701']","['ENC00447', 'ENC00601']","['ENC00152', 'ENC00216', 'ENC00283']"
121,ENC00117,pyloric part of stomach,cy0000791,['ENH00939'],[],"['ENC00132', 'ENC00601', 'ENC00365']","['ENC00152', 'ENC00597', 'ENC00465', 'ENC00276', 'ENC00493', 'ENC00469', 'ENC00473', 'ENC00201', 'ENC00216', 'ENC00283']"
122,ENC00119,Sertoli cell,cy0044762,"['ENH00120', 'ENH00374', 'ENH00529', 'ENH00074']","['ENR00788', 'ENR00905', 'ENR00263']","['ENC00601', 'ENC00579', 'ENC00140']",[]
123,ENC00122,skeleton muscle,cy0026464,"['ENH00882', 'ENH00321', 'ENH00333', 'ENH00361', 'ENH00366', 'ENH00393', 'ENH00862', 'ENH00398', 'ENH00401', 'ENH00160', 'ENH00100', 'ENH00476', 'ENH00499', 'ENH00499', 'ENH00504', 'ENH00505', 'ENH00522', 'ENH00552', 'ENH00561', 'ENH00250', 'ENH00578', 'ENH00476', 'ENH00580', 'ENH00579', 'ENH00585', 'ENH00582', 'ENH00520', 'ENH00669', 'ENH00868', 'ENH00889', 'ENH00980', 'ENH01093', 'ENH00514', 'ENH00227']","['ENR00228', 'ENR01041', 'ENR00935', 'ENR00986', 'ENR00691', 'ENR00991', 'ENR00118', 'ENR00776', 'ENR00979', 'ENR01018', 'ENR01024', 'ENR01026', 'ENR01028', 'ENR01031', 'ENR01032', 'ENR00430', 'ENR00519', 'ENR00712', 'ENR00670', 'ENR01044', 'ENR00753', 'ENR00619', 'ENR00901', 'ENR01211', 'ENR01212', 'ENR00941', 'ENR00965', 'ENR01248', 'ENR01247', 'ENR00114', 'ENR01271', 'ENR00263', 'ENR00756', 'ENR01321', 'ENR00755', 'ENR00757', 'ENR00873', 'ENR00663', 'ENR01294', 'ENR00122', 'ENR01100']",['ENC00171'],"['ENC00152', 'ENC00303', 'ENC00060', 'ENC00259', 'ENC00216', 'ENC00023', 'ENC00283']"
124,ENC00125,skin,cy0040200,"['ENH00347', 'ENH00253', 'ENH00405', 'ENH00408', 'ENH00139', 'ENH00157', 'ENH00435', 'ENH00457', 'ENH00459', 'ENH00664', 'ENH00476', 'ENH00527', 'ENH00469', 'ENH00576', 'ENH00582', 'ENH00640', 'ENH00525', 'ENH00741', 'ENH00868', 'ENH00869', 'ENH00073', 'ENH00287', 'ENH01089', 'ENH00227']","['ENR00941', 'ENR00760', 'ENR01019', 'ENR01025', 'ENR00598', 'ENR01084', 'ENR01296', 'ENR00263', 'ENR01320', 'ENR00710', 'ENR00122']",['ENC00055'],"['ENC00212', 'ENC00280', 'ENC00507', 'ENC00154', 'ENC00268', 'ENC00213', 'ENC00284', 'ENC00435', 'ENC00555', 'ENC00473', 'ENC00585', 'ENC00216', 'ENC00267', 'ENC00283', 'ENC00181', 'ENC00423', 'ENC00472', 'ENC00597', 'ENC00262', 'ENC00266', 'ENC00265', 'ENC00134', 'ENC00408', 'ENC00549', 'ENC00082', 'ENC00553', 'ENC00574', 'ENC00271', 'ENC00521', 'ENC00211', 'ENC00493', 'ENC00360']"
